Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.3.87-239.255.255.250-49275-1900-17,192.168.3.87,49275,239.255.255.250,1900,17,12/11/2023 02:07:27 下午,1982261,3,0,525.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,264.849078905351,1.5134233080305772,991130.5,15436.848140083519,1002046.0,980215.0,1982261.0,991130.5,15436.848140083519,1002046.0,980215.0,0,0,0,0,0,0,0,0,0,24,0,1.5134233080305772,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,0.0,0,0,0,0,0,0,3,525,0,0,0,0,2,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.52-224.77.77.77-12177-12177-17,192.168.3.52,12177,224.77.77.77,12177,17,12/11/2023 02:06:30 下午,66051682,69,0,7314.0,0.0,106.0,106.0,106.0,0.0,0,0,0,0,110.73147236432223,1.044636531738889,971348.2647058824,1392313.5244316142,2969774.0,177.0,6.6051682E7,971348.2647058824,1392313.5244316142,2969774.0,177.0,0,0,0,0,0,0,0,0,0,552,0,1.044636531738889,0.0,106.0,106.0,106.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,107.53623188405797,106.0,0.0,0,0,0,0,0,0,3,332,0,0,0,0,68,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.109-239.255.255.250-61249-1900-17,192.168.3.109,61249,239.255.255.250,1900,17,12/11/2023 02:06:39 下午,3035411,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,230.6112747169988,1.3177787126685645,1011803.6666666666,1671.212234676773,1012784.0,1009874.0,3035411.0,1011803.6666666666,1671.212234676773,1012784.0,1009874.0,0,0,0,0,0,0,0,0,0,32,0,1.3177787126685645,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,0,0,0,1,233,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-239.255.255.250-57069-1900-17,192.168.3.87,57069,239.255.255.250,1900,17,12/11/2023 02:07:30 下午,3008417,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,232.68050938417113,1.3296029107666922,1002805.6666666666,508.76451658240995,1003275.0,1002265.0,3008417.0,1002805.6666666666,508.76451658240995,1003275.0,1002265.0,0,0,0,0,0,0,0,0,0,32,0,1.3296029107666922,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,0,0,0,1,233,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9156-53-6,192.168.3.212,9156,192.168.3.1,53,6,12/11/2023 02:07:09 下午,2006,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.5134596211367,1003.0,1385.9292911256332,1983.0,23.0,23.0,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0,0,0,40,20,997.0089730807578,498.5044865403789,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9164-53-6,192.168.3.212,9164,192.168.3.1,53,6,12/11/2023 02:07:10 下午,1621,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.7094386181368,810.5,959.543902070145,1489.0,132.0,132.0,132.0,0.0,132.0,132.0,0,0,0,0,0,0,0,0,0,40,20,1233.8062924120914,616.9031462060457,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
183.213.200.214-192.168.3.212-29204-8906-6,183.213.200.214,29204,192.168.3.212,8906,6,12/11/2023 02:06:31 下午,60670183,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16482561128915665,6741131.444444444,7993973.232728768,1.5253338E7,50.0,6.067013E7,1.51675325E7,58632.53522576011,1.5253508E7,1.5123063E7,6.0670095E7,1.516752375E7,58548.34611598035,1.5253391E7,1.5123183E7,0,0,0,0,100,100,0.08241280564457833,0.08241280564457833,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,501,512,0,20,98.25,50.84863157778519,170.0,50.0,1.516743425E7,58582.604644354135,1.5253338E7,1.5123013E7,NeedManualLabel
192.168.3.212-123.249.127.107-9109-443-6,192.168.3.212,9109,123.249.127.107,443,6,12/11/2023 02:06:50 下午,10874325,13,12,5659.0,4181.0,1412.0,0.0,435.3076923076923,568.9710573505159,1412.0,0.0,348.4166666666667,518.0386890313631,904.8837514052595,2.298993270846696,453096.8750000001,2186543.71438486,1.0718443E7,0.0,1.0874325E7,906193.7499999998,3090113.504761012,1.0718443E7,0.0,1.0840909E7,985537.1818181819,3238856.90083362,1.0750983E7,0.0,0,0,0,0,272,252,1.195476500840282,1.1035167700064141,0.0,1412.0,378.4615384615384,530.3891575640837,281312.65846153843,0,2,0,12,24,0,0,0,0.0,393.6,435.3076923076923,348.4166666666667,0,0,0,4920,8,80661,13,5659,12,4181,64240,81,8,20,113321.0,0.0,113321.0,113321.0,1.0718443E7,0.0,1.0718443E7,1.0718443E7,NeedManualLabel
192.168.3.212-192.168.3.1-9163-53-6,192.168.3.212,9163,192.168.3.1,53,6,12/11/2023 02:07:10 下午,1720,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744.1860465116279,860.0,1019.6479784710016,1581.0,139.0,139.0,139.0,0.0,139.0,139.0,0,0,0,0,0,0,0,0,0,40,20,1162.7906976744187,581.3953488372093,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-62245-53-17,192.168.3.212,62245,192.168.3.1,53,17,12/11/2023 02:07:05 下午,5655,1,1,50.0,510.0,50.0,50.0,50.0,0.0,510.0,510.0,510.0,0.0,99027.40937223696,353.66931918656053,5655.0,0.0,5655.0,5655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,176.83465959328026,176.83465959328026,50.0,510.0,203.33333333333334,265.5811238272279,70533.33333333334,0,0,0,0,0,0,0,0,1.0,305.0,50.0,510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9155-53-6,192.168.3.212,9155,192.168.3.1,53,6,12/11/2023 02:07:09 下午,2921,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0455323519343,1460.5,1866.0547955512989,2780.0,141.0,141.0,141.0,0.0,141.0,141.0,0,0,0,0,0,0,0,0,0,40,20,684.6970215679562,342.3485107839781,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-202.89.233.101-9139-443-6,192.168.3.212,9139,202.89.233.101,443,6,12/11/2023 02:07:08 下午,209462,7,11,996.0,7670.0,838.0,0.0,142.28571428571428,312.38102497095554,1412.0,0.0,697.2727272727273,691.5174749648907,41372.659480001144,85.93444156935387,12321.294117647061,26413.965292446876,67736.0,0.0,209462.0,34910.333333333336,37447.863429929705,69800.0,180.0,141775.0,14177.5,28797.931685954267,69605.0,0.0,0,0,0,0,152,232,33.41894949919317,52.5154920701607,0.0,1412.0,456.1052631578946,619.3475863749999,383591.432748538,0,2,0,5,17,0,0,0,1.0,481.44444444444446,142.28571428571428,697.2727272727273,0,0,0,8666,10,61279,0,0,0,0,64240,16383,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-202.89.233.101-9121-443-6,192.168.3.212,9121,202.89.233.101,443,6,12/11/2023 02:06:55 下午,15641232,213,267,172166.0,103490.0,1412.0,0.0,808.2910798122067,641.7682307832762,1412.0,0.0,387.60299625468156,571.0948788007931,17623.675679767424,30.688119708217357,32653.929018789135,139000.37336956253,1689260.0,0.0,1.5574512E7,73464.67924528303,205540.19079632225,1689260.0,0.0,1.5573093E7,58545.462406015045,196173.01574750838,1756684.0,0.0,0,0,0,0,4272,5352,13.617853120521453,17.070266587695905,0.0,1412.0,573.0893970893968,637.9804809512942,407019.09407484473,0,2,0,157,479,0,0,0,1.0,574.2833333333333,808.2910798122066,387.60299625468167,0,0,0,45942,51,29868,42,34433,53,20698,64240,16381,158,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-115.231.223.3-9151-443-6,192.168.3.212,9151,115.231.223.3,443,6,12/11/2023 02:07:09 下午,1207607,20,36,1989.0,27920.0,889.0,0.0,99.45000000000002,219.32443524317313,1412.0,0.0,775.5555555555555,654.2529193971413,24767.16348944648,46.372702377511885,21956.49090909091,98630.8630192457,663322.0,0.0,1207607.0,63558.26315789474,162622.64543375053,663559.0,50.0,1194160.0,34118.85714285714,122724.05574274987,663375.0,0.0,0,0,0,0,412,732,16.56167942053996,29.811022956971925,0.0,1412.0,524.7192982456141,627.5389787092901,393805.16979949875,0,2,0,22,55,0,0,0,1.0,534.0892857142857,99.45,775.5555555555555,0,0,0,29909,38,25053,0,0,0,0,64240,83,8,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-202.89.233.100-9141-443-6,192.168.3.212,9141,202.89.233.100,443,6,12/11/2023 02:07:08 下午,242485,5,5,922.0,219.0,871.0,0.0,184.4,384.45584922068747,150.0,0.0,43.8,66.46201922903035,4705.445697672021,41.23966430913252,26942.777777777777,32588.53890471993,66792.0,0.0,242485.0,60621.25,45023.692706359245,109142.0,160.0,132613.0,33153.25,38286.39698705012,67011.0,0.0,0,0,0,0,112,112,20.61983215456626,20.61983215456626,0.0,871.0,103.72727272727273,258.8725906345015,67015.01818181817,0,2,0,4,9,0,0,0,1.0,114.1,184.4,43.8,0,0,0,1141,4,8618,0,0,0,0,64240,16383,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-239.255.255.250-57840-1900-17,192.168.3.87,57840,239.255.255.250,1900,17,12/11/2023 02:07:36 下午,8369,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,83642.01218783607,477.95435535906324,2789.6666666666665,2657.2298232056132,5846.0,1027.0,8369.0,2789.6666666666665,2657.2298232056132,5846.0,1027.0,0,0,0,0,0,0,0,0,0,32,0,477.95435535906324,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,700,4,83642,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-239.255.255.250-49269-1900-17,192.168.3.87,49269,239.255.255.250,1900,17,12/11/2023 02:07:27 下午,2014979,3,0,525.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,260.5486211022547,1.4888492634414554,1007489.5,9727.667988783334,1014368.0,1000611.0,2014979.0,1007489.5,9727.667988783334,1014368.0,1000611.0,0,0,0,0,0,0,0,0,0,24,0,1.4888492634414554,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,0.0,0,0,0,0,0,0,1,262,0,0,0,0,2,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9137-53-6,192.168.3.212,9137,192.168.3.1,53,6,12/11/2023 02:07:08 下午,890,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247.191011235955,890.0,0.0,890.0,890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1123.5955056179776,1123.5955056179776,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-115.223.9.114-9103-443-6,192.168.3.212,9103,115.223.9.114,443,6,12/11/2023 02:06:50 下午,45080919,7,9,598.0,5556.0,517.0,0.0,85.42857142857143,192.61520980342922,1412.0,0.0,617.3333333333335,621.7549758546368,136.51008312408183,0.354917343189033,3005394.6,1.161957170625522E7,4.5007633E7,0.0,4.5065869E7,7510978.166666666,1.836953669306614E7,4.5007633E7,262.0,4.5061846E7,5632730.75,1.5915962924007805E7,4.5022725E7,0.0,0,0,0,0,152,204,0.15527633764520196,0.19964100554383107,0.0,1412.0,362.0,534.3500725180077,285530.0,0,2,0,7,15,0,0,0,1.0,384.625,85.42857142857143,617.3333333333334,0,0,0,6153,8,158811,7,598,9,5556,64240,29,3,20,58236.0,0.0,58236.0,58236.0,4.5007633E7,0.0,4.5007633E7,4.5007633E7,NeedManualLabel
192.168.3.87-239.255.255.250-49267-1900-17,192.168.3.87,49267,239.255.255.250,1900,17,12/11/2023 02:07:27 下午,3021554,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,231.66886972729927,1.3238221127274243,1007184.6666666666,7885.63328676482,1015928.0,1000611.0,3021554.0,1007184.6666666666,7885.63328676482,1015928.0,1000611.0,0,0,0,0,0,0,0,0,0,32,0,1.3238221127274243,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,0,0,0,1,233,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-224.0.0.251-5353-5353-17,192.168.3.87,5353,224.0.0.251,5353,17,12/11/2023 02:07:26 下午,10888546,32,0,1958.0,0.0,146.0,39.0,61.18750000000001,30.756523042720865,0,0,0,0,179.82198908835028,2.9388680545593506,351243.4193548387,859492.5338804588,4328668.0,0.0,1.0888546E7,351243.4193548387,859492.5338804588,4328668.0,0.0,0,0,0,0,0,0,0,0,0,256,0,2.9388680545593506,0.0,39.0,146.0,60.515151515151516,30.517537183684656,931.3200757575756,0,0,0,0,0,0,0,0,0.0,62.40625,61.1875,0.0,0,0,0,489,8,591,10,652,0,0,0,0,31,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-192.168.3.255-137-137-17,192.168.3.87,137,192.168.3.255,137,17,12/11/2023 02:07:26 下午,2252672,8,0,544.0,0.0,68.0,68.0,68.0,0.0,0,0,0,0,241.49099380646626,3.5513381442127394,321810.2857142857,402644.16744221945,819095.0,0.0,2252672.0,321810.2857142857,402644.16744221945,819095.0,0.0,0,0,0,0,0,0,0,0,0,64,0,3.5513381442127394,0.0,68.0,68.0,68.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,76.5,68.0,0.0,0,0,0,544,8,241,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-8.129.59.224-56724-8370-17,192.168.3.212,56724,8.129.59.224,8370,17,12/11/2023 02:06:28 下午,63168898,2,0,68.0,0.0,34.0,34.0,34.0,0.0,0,0,0,0,1.0764791242677687,0.0316611507137579,6.3168898E7,0.0,6.3168898E7,6.3168898E7,6.3168898E7,6.3168898E7,0.0,6.3168898E7,6.3168898E7,0,0,0,0,0,0,0,0,0,16,0,0.0316611507137579,0.0,34.0,34.0,34.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,51.0,34.0,0.0,0,0,0,0,0,0,2,68,0,0,0,0,1,8,0,0,0,0,6.3168898E7,0.0,6.3168898E7,6.3168898E7,NeedManualLabel
192.168.3.87-239.255.255.250-57839-1900-17,192.168.3.87,57839,239.255.255.250,1900,17,12/11/2023 02:07:36 下午,8512,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,82236.84210526316,469.92481203007515,2837.333333333333,2987.417669716328,6050.0,143.0,8512.0,2837.333333333333,2987.417669716328,6050.0,143.0,0,0,0,0,0,0,0,0,0,32,0,469.92481203007515,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,700,4,82236,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-47.112.179.13-51191-8700-17,192.168.3.212,51191,47.112.179.13,8700,17,12/11/2023 02:07:05 下午,69146,2,2,22.0,74.0,11.0,11.0,11.0,0.0,46.0,28.0,37.0,12.727922061357855,1388.366644491366,57.84861018714025,23048.666666666668,19403.598025452222,34488.0,645.0,34658.0,34658.0,0.0,34658.0,34658.0,35133.0,35133.0,0.0,35133.0,35133.0,0,0,0,0,16,16,28.924305093570126,28.924305093570126,11.0,46.0,21.4,15.59807680452946,243.29999999999998,0,0,0,0,0,0,0,0,1.0,26.75,11.0,37.0,0,0,0,96,4,1388,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9098-53-6,192.168.3.212,9098,192.168.3.1,53,6,12/11/2023 02:06:50 下午,716,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.296089385475,716.0,0.0,716.0,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1396.6480446927376,1396.6480446927376,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9153-53-6,192.168.3.212,9153,192.168.3.1,53,6,12/11/2023 02:07:09 下午,1627,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.884449907806,813.5,994.8992411294723,1517.0,110.0,110.0,110.0,0.0,110.0,110.0,0,0,0,0,0,0,0,0,0,40,20,1229.2562999385373,614.6281499692686,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9095-53-6,192.168.3.212,9095,192.168.3.1,53,6,12/11/2023 02:06:50 下午,1484,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.7088948787061,1484.0,0.0,1484.0,1484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,673.8544474393531,673.8544474393531,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9145-53-6,192.168.3.212,9145,192.168.3.1,53,6,12/11/2023 02:07:09 下午,1666,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.7202881152461,833.0,660.4377336282354,1300.0,366.0,366.0,366.0,0.0,366.0,366.0,0,0,0,0,0,0,0,0,0,40,20,1200.4801920768307,600.2400960384153,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-192.168.3.1-9150-53-6,192.168.3.212,9150,192.168.3.1,53,6,12/11/2023 02:07:09 下午,7000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.7142857142857,7000.0,0.0,7000.0,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,142.85714285714286,142.85714285714286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.111-192.168.3.255-137-137-17,192.168.3.111,137,192.168.3.255,137,17,12/11/2023 02:07:26 下午,1433902,6,0,354.0,0.0,68.0,50.0,59.0,9.859006035092989,0,0,0,0,246.87879645889328,4.184386380659208,286780.4,392373.9259950895,716613.0,207.0,1433902.0,286780.4,392373.9259950895,716613.0,207.0,0,0,0,0,0,0,0,0,0,48,0,4.184386380659208,0.0,50.0,68.0,60.285714285714285,9.621404708847278,92.57142857142857,0,0,0,0,0,0,0,0,0.0,70.33333333333333,59.0,0.0,0,0,0,354,6,246,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.87-239.255.255.250-50883-1900-17,192.168.3.87,50883,239.255.255.250,1900,17,12/11/2023 02:07:30 下午,3012432,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,232.37039043536916,1.3278308024878238,1004144.0,3559.868115534619,1007979.0,1000945.0,3012432.0,1004144.0,3559.868115534619,1007979.0,1000945.0,0,0,0,0,0,0,0,0,0,32,0,1.3278308024878238,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,218.75,175.0,0.0,0,0,0,0,0,0,1,233,0,0,0,0,3,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-183.213.200.214-9115-29204-6,192.168.3.212,9115,183.213.200.214,29204,6,12/11/2023 02:06:52 下午,42064710,30,35,7334.0,11939.0,1412.0,0.0,244.4666666666667,383.70037999615715,1412.0,0.0,341.11428571428564,552.2957845334738,458.17503555831007,1.5452382769309476,657261.09375,2666120.735910782,1.5019127E7,0.0,4.206471E7,1450507.2413793104,3876957.465953983,1.5149557E7,0.0,4.1937688E7,1233461.411764706,3613809.3692082097,1.5019127E7,0.0,0,0,0,0,668,736,0.7131868970450528,0.8320513798858948,0.0,1412.0,292.01515151515156,478.4280186168751,228893.36899766896,0,2,0,28,64,0,0,0,1.0,296.5076923076923,244.46666666666667,341.1142857142857,0,0,0,6048,10,4721,10,2444,11,3979,64240,501,17,20,1900601.3333333335,1976977.3713758923,4182815.0,714051.0,1.2120946666666666E7,3989653.543183961,1.5019127E7,7570607.0,NeedManualLabel
192.168.3.212-192.168.3.1-9092-53-6,192.168.3.212,9092,192.168.3.1,53,6,12/11/2023 02:06:50 下午,2087,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.4700527072353,1043.5,1349.8668452851193,1998.0,89.0,89.0,89.0,0.0,89.0,89.0,0,0,0,0,0,0,0,0,0,40,20,958.3133684714902,479.1566842357451,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,913,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-202.89.233.101-9140-443-6,192.168.3.212,9140,202.89.233.101,443,6,12/11/2023 02:07:08 下午,210059,7,11,932.0,7670.0,774.0,0.0,133.14285714285714,288.6609479253175,1412.0,0.0,697.2727272727273,691.5174749648907,40950.399649622246,85.69021084552435,12356.411764705887,26931.321734782214,69422.0,0.0,210059.0,35009.83333333333,37842.09170971746,69766.0,184.0,140588.0,14058.8,29030.02269222522,69873.0,0.0,0,0,0,0,152,232,33.32397088437058,52.366239961153774,0.0,1412.0,452.7368421052631,617.3259396700205,381091.3157894737,0,2,0,5,17,0,0,0,1.0,477.8888888888889,133.14285714285714,697.2727272727273,0,0,0,8602,10,61298,0,0,0,0,64240,16383,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,12/11/2023 02:07:25 下午,10650779,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.032788305907014,1065077.9000000001,2143411.2930005575,7066417.0,192.0,1.0650779E7,1065077.9000000001,2143411.2930005575,7066417.0,192.0,0,0,0,0,0,0,0,0,0,0,0,1.032788305907014,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3584362.0,0.0,3584362.0,3584362.0,7066417.0,0.0,7066417.0,7066417.0,NeedManualLabel
192.168.3.87-239.255.255.250-49274-1900-17,192.168.3.87,49274,239.255.255.250,1900,17,12/11/2023 02:07:27 下午,1982261,3,0,525.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,264.849078905351,1.5134233080305772,991130.5,15436.848140083519,1002046.0,980215.0,1982261.0,991130.5,15436.848140083519,1002046.0,980215.0,0,0,0,0,0,0,0,0,0,24,0,1.5134233080305772,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,233.33333333333334,175.0,0.0,0,0,0,0,0,0,3,525,0,0,0,0,2,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.3.212-60.190.116.49-9102-443-6,192.168.3.212,9102,60.190.116.49,443,6,12/11/2023 02:06:50 下午,45068724,7,7,855.0,264.0,811.0,0.0,122.14285714285715,304.17617075823483,142.0,0.0,37.714285714285715,54.236255665112324,24.82874820241194,0.3106367067325891,3466824.9230769235,1.2463807718113966E7,4.4948862E7,37.0,4.5055778E7,7509296.333333333,1.8341577440700673E7,4.4948862E7,159.0,4.5053613E7,7508935.499999999,1.834811476113879E7,4.4961845E7,137.0,0,0,0,0,164,164,0.15531835336629454,0.15531835336629454,0.0,811.0,74.60000000000001,207.65692861062928,43121.39999999999,0,2,0,5,13,0,0,0,1.0,79.92857142857143,122.14285714285714,37.714285714285715,0,0,0,1118,5,12214,7,855,7,264,64240,561,3,20,106916.0,0.0,106916.0,106916.0,4.4948862E7,0.0,4.4948862E7,4.4948862E7,NeedManualLabel
